DEBUG 2020-01-15 11:57:42,766 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - ExamControl.Users.Dto.CreateUserDto
DEBUG 2020-01-15 11:57:42,767 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - ExamControl.Users.Dto.UserDto
DEBUG 2020-01-15 11:57:42,767 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - ExamControl.Sessions.Dto.TenantLoginInfoDto
DEBUG 2020-01-15 11:57:42,767 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - ExamControl.Sessions.Dto.UserLoginInfoDto
DEBUG 2020-01-15 11:57:42,768 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - ExamControl.Roles.Dto.PermissionDto
DEBUG 2020-01-15 11:57:42,768 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - ExamControl.MultiTenancy.Dto.CreateTenantDto
DEBUG 2020-01-15 11:57:42,768 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - ExamControl.MultiTenancy.Dto.TenantDto
INFO  2020-01-15 11:57:46,138 [1    ] tCore.Builder.RequestLocalizationOptions - Supported Request Localization Cultures: en,es-MX,fr,de,it,nl,pt-BR,tr,ru,ar,ja,zh-Hans
INFO  2020-01-15 11:57:46,741 [1    ] taProtection.KeyManagement.XmlKeyManager - User profile is available. Using 'C:\Users\mmalfaqeeh\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
INFO  2020-01-15 11:57:46,901 [4    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/  
INFO  2020-01-15 11:57:47,075 [4    ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'ExamControl.Web.Host.Controllers.HomeController.Index (ExamControl.Web.Host)'
INFO  2020-01-15 11:57:48,281 [4    ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult Index() on controller ExamControl.Web.Host.Controllers.HomeController (ExamControl.Web.Host).
INFO  2020-01-15 11:57:48,817 [10   ] vc.Infrastructure.RedirectResultExecutor - Executing RedirectResult, redirecting to /swagger.
INFO  2020-01-15 11:57:48,822 [10   ] c.Infrastructure.ControllerActionInvoker - Executed action ExamControl.Web.Host.Controllers.HomeController.Index (ExamControl.Web.Host) in 537.6532ms
INFO  2020-01-15 11:57:48,823 [10   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'ExamControl.Web.Host.Controllers.HomeController.Index (ExamControl.Web.Host)'
INFO  2020-01-15 11:57:48,837 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 1937.1215ms 302 
INFO  2020-01-15 11:57:48,887 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger  
INFO  2020-01-15 11:57:48,912 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 24.6204ms 301 
INFO  2020-01-15 11:57:48,917 [4    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2020-01-15 11:57:49,051 [4    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 133.9251ms 200 text/html;charset=utf-8
INFO  2020-01-15 11:57:49,071 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui.css  
INFO  2020-01-15 11:57:49,076 [4    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-bundle.js  
INFO  2020-01-15 11:57:49,077 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-standalone-preset.js  
INFO  2020-01-15 11:57:49,078 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/ui/abp.swagger.js  
